IncidentID,AlertType,Status,Severity,PrimaryHost,PrimaryUser,Summary,CreationTimestamp
INC-20250912-0470,IOC_MATCH,Closed - False Positive,Low,winws0135,j.doe,Benign indicator match (research activity),2025-09-12 21:25:33.987654 UTC
INC-20250913-0398,IOC_MATCH,Closed - False Positive,Low,winws1277,m.chen,Benign indicator match (research activity),2025-09-13 06:25:33.987654 UTC
INC-20250914-0108,IOC_MATCH,Closed - False Positive,Low,winws1219,p.patel,Benign indicator match (research activity),2025-09-14 18:40:05.789012 UTC
INC-20250915-0050,IOC_MATCH,Closed - False Positive,Low,winws0093,p.patel,Benign indicator match (research activity),2025-09-15 01:55:33.234567 UTC
INC-20250913-0260,IOC_MATCH,Closed - False Positive,Low,winws0114,d.kim,Benign indicator match (research activity),2025-09-13 23:40:05.123456 UTC
INC-20250913-0440,IOC_MATCH,Closed - False Positive,Low,winws0132,m.chen,Benign indicator match (research activity),2025-09-13 01:10:05.123456 UTC
INC-20250914-0150,IOC_MATCH,Closed - False Positive,Low,winws0103,p.patel,Benign indicator match (research activity),2025-09-14 13:25:33.876543 UTC
INC-20250914-0188,IOC_MATCH,Closed - False Positive,Low,winws1235,a.smith,Benign indicator match (research activity),2025-09-14 08:40:05.123456 UTC
INC-20250913-0298,IOC_MATCH,Closed - False Positive,Low,winws1257,m.chen,Benign indicator match (research activity),2025-09-13 18:55:33.456789 UTC
INC-20250913-0340,IOC_MATCH,Closed - False Positive,Low,winws0122,m.chen,Benign indicator match (research activity),2025-09-13 13:40:05.56789 UTC
INC-20250914-0210,IOC_MATCH,Closed - False Positive,Low,winws0109,d.kim,Benign indicator match (research activity),2025-09-14 05:55:33.345678 UTC
INC-20250913-0370,IOC_MATCH,Closed - False Positive,Low,winws0125,j.doe,Benign indicator match (research activity),2025-09-13 09:55:33.456789 UTC
INC-20250915-0029,IOC_MATCH,Closed - False Positive,Low,linsrv0302,system,Benign indicator match (research activity),2025-09-15 04:30:00.987654 UTC
INC-20250914-0130,IOC_MATCH,Closed - False Positive,Low,winws0101,a.smith,Benign indicator match (research activity),2025-09-14 15:55:33.765432 UTC
INC-20250913-0280,IOC_MATCH,Closed - False Positive,Low,winws0116,a.smith,Benign indicator match (research activity),2025-09-13 21:10:05.456789 UTC
INC-20250912-0498,IOC_MATCH,Closed - False Positive,Low,winws1297,m.chen,Benign indicator match (research activity),2025-09-12 17:55:33.345678 UTC
INC-20250914-0170,IOC_MATCH,Closed - False Positive,Low,winws0105,j.doe,Benign indicator match (research activity),2025-09-14 10:55:33.123456 UTC
INC-20250914-0090,IOC_MATCH,Closed - False Positive,Low,winws0097,m.chen,Benign indicator match (research activity),2025-09-14 20:55:33.789012 UTC
INC-20250914-0220,IOC_MATCH,Closed - False Positive,Medium,winws0110,j.doe,False positive: Traffic to known scanner IP,2025-09-14 04:40:05.765432 UTC
INC-20250913-0350,IOC_MATCH,Closed - False Positive,Medium,winws0123,p.patel,False positive: Traffic to known scanner IP,2025-09-13 12:25:33.123456 UTC
INC-20250915-0060,IOC_MATCH,Closed - False Positive,Medium,winws0094,d.kim,False positive: Traffic to known scanner IP,2025-09-15 00:40:05.876543 UTC
INC-20250913-0433,IOC_MATCH,Closed - False Positive,Medium,linapp0145,svc_api,False positive: Traffic to known scanner IP,2025-09-13 02:02:45.456789 UTC
INC-20250913-0363,IOC_MATCH,Closed - False Positive,Medium,linapp0138,svc_api,False positive: Traffic to known scanner IP,2025-09-13 10:48:19.345678 UTC
INC-20250913-0263,IOC_MATCH,Closed - False Positive,Medium,linapp0128,svc_api,False positive: Traffic to known scanner IP,2025-09-13 23:18:19.987654 UTC
INC-20250914-0203,IOC_MATCH,Closed - False Positive,Medium,linapp0122,svc_api,False positive: Traffic to known scanner IP,2025-09-14 06:48:19.234567 UTC
INC-20250913-0285,IOC_MATCH,Closed - False Positive,Medium,winws1074,d.kim,False positive: Traffic to known scanner IP,2025-09-13 20:33:45.876543 UTC
INC-20250914-0073,IOC_MATCH,Closed - False Positive,Medium,linapp0109,svc_api,False positive: Traffic to known scanner IP,2025-09-14 23:02:45.456789 UTC
INC-20250914-0123,IOC_MATCH,Closed - False Positive,Medium,linapp0114,svc_api,False positive: Traffic to known scanner IP,2025-09-14 16:48:19.876543 UTC
INC-20250915-0018,IOC_MATCH,Closed - False Positive,Medium,winws1201,d.kim,False positive: Traffic to known scanner IP,2025-09-15 05:50:44.789012 UTC
INC-20250915-0042,IOC_MATCH,Closed - False Positive,Medium,winws0157,d.kim,False positive: Traffic to known scanner IP,2025-09-15 02:55:33.876543 UTC
INC-20250913-0413,IOC_MATCH,Closed - False Positive,Medium,linapp0143,svc_api,False positive: Traffic to known scanner IP,2025-09-13 04:33:45.123456 UTC
INC-20250914-0233,IOC_MATCH,Closed - False Positive,Medium,linapp0125,svc_api,False positive: Traffic to known scanner IP,2025-09-14 03:02:45.123456 UTC
INC-20250915-0006,IOC_MATCH,Closed - False Positive,Medium,lindb0040,svc_prod_db,False positive: Traffic to known scanner IP,2025-09-15 07:22:11.456789 UTC
INC-20250913-0313,IOC_MATCH,Closed - False Positive,Medium,linapp0133,svc_api,False positive: Traffic to known scanner IP,2025-09-13 17:02:45.56789 UTC
INC-20250914-0250,IOC_MATCH,Closed - False Positive,Medium,winws0113,p.patel,False positive: Traffic to known scanner IP,2025-09-14 00:55:33.56789 UTC
INC-20250914-0140,IOC_MATCH,Closed - False Positive,Medium,winws0102,m.chen,False positive: Traffic to known scanner IP,2025-09-14 14:40:05.234567 UTC
INC-20250913-0380,IOC_MATCH,Closed - False Positive,Medium,winws0126,a.smith,False positive: Traffic to known scanner IP,2025-09-13 08:40:05.987654 UTC
INC-20250914-0163,IOC_MATCH,Closed - False Positive,Medium,linapp0118,svc_api,False positive: Traffic to known scanner IP,2025-09-14 11:48:19.456789 UTC
INC-20250912-0480,IOC_MATCH,Closed - False Positive,Medium,winws0136,a.smith,False positive: Traffic to known scanner IP,2025-09-12 20:10:05.345678 UTC
INC-20250914-0095,IOC_MATCH,Closed - False Positive,Medium,winws1055,j.doe,False positive: Traffic to known scanner IP,2025-09-14 20:18:19.234567 UTC
INC-20250912-0485,IOC_MATCH,Closed - False Positive,Medium,winws1094,d.kim,False positive: Traffic to known scanner IP,2025-09-12 19:33:45.123456 UTC
INC-20250913-0333,IOC_MATCH,Closed - False Positive,Medium,linapp0135,svc_api,False positive: Traffic to known scanner IP,2025-09-13 14:33:45.789012 UTC
INC-20250912-0463,IOC_MATCH,Closed - False Positive,Medium,linapp0148,svc_api,False positive: Traffic to known scanner IP,2025-09-12 22:18:19.765432 UTC
INC-20250914-0070,IOC_MATCH,Closed - Remediated,Low,winws0095,j.doe,Benign indicator match (research activity),2025-09-14 23:25:33.56789 UTC
INC-20250913-0418,IOC_MATCH,Closed - Remediated,Low,winws1281,d.kim,Benign indicator match (research activity),2025-09-13 03:55:33.765432 UTC
INC-20250914-0230,IOC_MATCH,Closed - Remediated,Low,winws0111,a.smith,Benign indicator match (research activity),2025-09-14 03:25:33.234567 UTC
INC-20250915-0005,IOC_MATCH,Closed - Remediated,Low,winws1045,m.chen,Benign indicator match (research activity),2025-09-15 07:30:55.678901 UTC
INC-20250913-0318,IOC_MATCH,Closed - Remediated,Low,winws1261,d.kim,Benign indicator match (research activity),2025-09-13 16:25:33.345678 UTC
INC-20250913-0320,IOC_MATCH,Closed - Remediated,Medium,winws0120,j.doe,False positive: Traffic to known scanner IP,2025-09-13 16:10:05.234567 UTC
INC-20250913-0300,IOC_MATCH,Closed - Remediated,Medium,winws0118,p.patel,False positive: Traffic to known scanner IP,2025-09-13 18:40:05.345678 UTC
INC-20250913-0420,IOC_MATCH,Closed - Remediated,Medium,winws0130,j.doe,False positive: Traffic to known scanner IP,2025-09-13 03:40:05.876543 UTC
INC-20250914-0175,IOC_MATCH,Closed - Remediated,Medium,winws1063,p.patel,False positive: Traffic to known scanner IP,2025-09-14 10:18:19.765432 UTC
INC-20250913-0400,IOC_MATCH,Closed - Remediated,Medium,winws0128,p.patel,False positive: Traffic to known scanner IP,2025-09-13 06:10:05.765432 UTC
INC-20250912-0500,IOC_MATCH,Closed - Remediated,Medium,winws0138,p.patel,False positive: Traffic to known scanner IP,2025-09-12 17:40:05.234567 UTC
INC-20250914-0110,IOC_MATCH,Closed - Remediated,Medium,winws0099,d.kim,False positive: Traffic to known scanner IP,2025-09-14 18:25:33.987654 UTC
INC-20250914-0190,IOC_MATCH,Closed - Remediated,Medium,winws0107,m.chen,False positive: Traffic to known scanner IP,2025-09-14 08:25:33.456789 UTC
INC-20250915-0030,IOC_MATCH,Closed - Remediated,Medium,winws0091,a.smith,False positive: Traffic to known scanner IP,2025-09-15 04:22:50.345678 UTC
INC-20250913-0328,PHISHING_EMAIL,Closed - Remediated,Medium,winws1263,j.doe,Malicious URL clicked by j.doe,2025-09-13 15:10:05.765432 UTC
INC-20250914-0102,PHISHING_EMAIL,Closed - Remediated,Medium,winws0169,j.doe,Malicious URL clicked by j.doe,2025-09-14 19:25:33.345678 UTC
INC-20250913-0428,PHISHING_EMAIL,Closed - Remediated,Medium,winws1283,j.doe,Malicious URL clicked by j.doe,2025-09-13 02:40:05.234567 UTC
INC-20250914-0072,PHISHING_EMAIL,Closed - Remediated,Medium,winws0163,m.chen,Malicious URL clicked by m.chen,2025-09-14 23:10:05.789012 UTC
INC-20250915-0023,PHISHING_EMAIL,Closed - Remediated,Medium,linapp0104,svc_api,Malicious URL clicked by svc_api,2025-09-15 05:15:09.234567 UTC
INC-20250914-0246,PHISHING_EMAIL,Closed - Remediated,Medium,lindb0064,svc_prod_db,Malicious URL clicked by svc_prod_db,2025-09-14 01:25:33.345678 UTC
INC-20250915-0009,IOC_MATCH,Closed - Remediated,High,winws0089,d.kim,Network traffic detected to C2 Domain,2025-09-15 06:59:58.789012 UTC
INC-20250914-0248,IOC_MATCH,Closed - Remediated,Medium,winws1247,m.chen,Network traffic detected to known malicious indicator,2025-09-14 01:10:05.234567 UTC
INC-20250914-0218,IOC_MATCH,Closed - Remediated,Medium,winws1241,d.kim,Network traffic detected to known malicious indicator,2025-09-14 04:55:33.987654 UTC
INC-20250912-0478,IOC_MATCH,Closed - Remediated,Medium,winws1293,j.doe,Network traffic detected to known malicious indicator,2025-09-12 20:25:33.456789 UTC
INC-20250914-0168,IOC_MATCH,Closed - Remediated,Medium,winws1231,d.kim,Network traffic detected to known malicious indicator,2025-09-14 11:10:05.876543 UTC
INC-20250914-0088,IOC_MATCH,Closed - Remediated,Medium,winws1215,a.smith,Network traffic detected to known malicious indicator,2025-09-14 21:10:05.56789 UTC
INC-20250912-0460,IOC_MATCH,Closed - Remediated,Medium,winws0134,d.kim,Network traffic detected to known malicious indicator,2025-09-12 22:40:05.456789 UTC
INC-20250913-0278,IOC_MATCH,Closed - Remediated,Medium,winws1253,j.doe,Network traffic detected to known malicious indicator,2025-09-13 21:25:33.123456 UTC
INC-20250913-0448,IOC_MATCH,Closed - Remediated,Medium,winws1287,m.chen,Network traffic detected to known malicious indicator,2025-09-13 00:10:05.56789 UTC
INC-20250914-0138,IOC_MATCH,Closed - Remediated,Medium,winws1225,a.smith,Network traffic detected to known malicious indicator,2025-09-14 14:55:33.345678 UTC
INC-20250915-0037,IOC_MATCH,Closed - Remediated,Medium,winws0156,j.doe,Network traffic detected to known malicious indicator,2025-09-15 03:33:45.456789 UTC
INC-20250915-0058,IOC_MATCH,Closed - Remediated,Medium,winws1209,p.patel,Network traffic detected to known malicious indicator,2025-09-15 00:55:33.765432 UTC
INC-20250913-0348,IOC_MATCH,Closed - Remediated,Medium,winws1267,m.chen,Network traffic detected to known malicious indicator,2025-09-13 12:40:05.876543 UTC
INC-20250913-0378,IOC_MATCH,Closed - Remediated,Medium,winws1273,j.doe,Network traffic detected to known malicious indicator,2025-09-13 08:55:33.789012 UTC
INC-20250913-0449,PHISHING_EMAIL,Closed - Remediated,Low,linsrv0344,system,Phishing email reported by user,2025-09-13 00:02:45.123456 UTC
INC-20250913-0302,PHISHING_EMAIL,Closed - Remediated,Medium,winws0209,j.doe,Phishing email reported by user,2025-09-13 18:25:33.234567 UTC
INC-20250912-0479,PHISHING_EMAIL,Closed - Remediated,Low,linsrv0347,system,Phishing email reported by user,2025-09-12 20:18:19.987654 UTC
INC-20250913-0272,PHISHING_EMAIL,Closed - Remediated,Medium,winws0203,m.chen,Phishing email reported by user,2025-09-13 22:10:05.987654 UTC
INC-20250914-0219,PHISHING_EMAIL,Closed - Remediated,Medium,linsrv0321,system,Phishing email reported by user,2025-09-14 04:48:19.345678 UTC
INC-20250914-0122,PHISHING_EMAIL,Closed - Remediated,Medium,winws0173,m.chen,Phishing email reported by user,2025-09-14 16:55:33.234567 UTC
INC-20250914-0139,PHISHING_EMAIL,Closed - Remediated,Medium,linsrv0313,system,Phishing email reported by user,2025-09-14 14:48:19.765432 UTC
INC-20250914-0162,PHISHING_EMAIL,Closed - Remediated,Medium,winws0181,a.smith,Phishing email reported by user,2025-09-14 11:55:33.789012 UTC
INC-20250914-0192,PHISHING_EMAIL,Closed - Remediated,Medium,winws0187,d.kim,Phishing email reported by user,2025-09-14 08:10:05.345678 UTC
INC-20250913-0379,PHISHING_EMAIL,Closed - Remediated,Medium,linsrv0337,system,Phishing email reported by user,2025-09-13 08:48:19.456789 UTC
INC-20250913-0349,PHISHING_EMAIL,Closed - Remediated,Low,linsrv0334,system,Phishing email reported by user,2025-09-13 12:33:45.56789 UTC
INC-20250915-0040,PHISHING_EMAIL,Closed - Remediated,Low,winws0092,m.chen,Phishing email reported by user,2025-09-15 03:10:00.765432 UTC
INC-20250913-0402,PHISHING_EMAIL,Closed - Remediated,Medium,winws0228,j.doe,Phishing email reported by user,2025-09-13 05:55:33.876543 UTC
INC-20250914-0069,EDR_DETECTION,Closed - Remediated,High,linsrv0306,system,Suspicious powershell execution detected,2025-09-14 23:33:45.876543 UTC
INC-20250914-0229,EDR_DETECTION,Closed - Remediated,High,linsrv0322,system,Suspicious powershell execution detected,2025-09-14 03:33:45.765432 UTC
INC-20250913-0367,EDR_DETECTION,Closed - Remediated,High,winws0221,p.patel,Suspicious powershell execution detected,2025-09-13 10:18:19.56789 UTC
INC-20250914-0149,EDR_DETECTION,Closed - Remediated,High,linsrv0314,system,Suspicious powershell execution detected,2025-09-14 13:33:45.234567 UTC
INC-20250913-0259,EDR_DETECTION,Closed - Remediated,High,linsrv0325,system,Suspicious powershell execution detected,2025-09-13 23:48:19.56789 UTC
INC-20250912-0459,EDR_DETECTION,Closed - Remediated,High,linsrv0345,system,Suspicious powershell execution detected,2025-09-12 22:48:19.789012 UTC
INC-20250914-0087,EDR_DETECTION,Closed - Remediated,High,winws0166,j.doe,Suspicious powershell execution detected,2025-09-14 21:18:19.876543 UTC
INC-20250914-0207,EDR_DETECTION,Closed - Remediated,High,winws0190,m.chen,Suspicious powershell execution detected,2025-09-14 06:18:19.789012 UTC
INC-20250914-0119,EDR_DETECTION,Closed - Remediated,High,linsrv0311,system,Suspicious powershell execution detected,2025-09-14 17:18:19.987654 UTC
INC-20250913-0317,EDR_DETECTION,Closed - Remediated,High,winws0211,p.patel,Suspicious powershell execution detected,2025-09-13 16:33:45.987654 UTC
INC-20250915-0016,EDR_DETECTION,Closed - Remediated,High,lindb0041,svc_prod_db,Suspicious powershell execution detected,2025-09-15 06:10:05.56789 UTC
INC-20250915-0048,EDR_DETECTION,Closed - Remediated,High,winws1207,m.chen,Suspicious powershell execution detected,2025-09-15 02:10:05.345678 UTC
INC-20250913-0417,EDR_DETECTION,Closed - Remediated,High,winws0231,p.patel,Suspicious powershell execution detected,2025-09-13 04:02:45.345678 UTC
INC-20250914-0174,EDR_DETECTION,Closed - Remediated,High,winsrv0237,system,Suspicious process execution chain detected on host,2025-09-14 10:25:33.345678 UTC
INC-20250913-0384,EDR_DETECTION,Closed - Remediated,High,winsrv0258,system,Suspicious process execution chain detected on host,2025-09-13 08:10:05.876543 UTC
INC-20250913-0284,EDR_DETECTION,Closed - Remediated,High,winsrv0248,system,Suspicious process execution chain detected on host,2025-09-13 20:40:05.234567 UTC
INC-20250915-0003,PHISHING_EMAIL,Investigation,Medium,winws0030,a.smith,Malicious URL clicked by a.smith,2025-09-15 07:55:04.887654 UTC
INC-20250913-0362,PHISHING_EMAIL,Investigation,Medium,winws0220,a.smith,Malicious URL clicked by a.smith,2025-09-13 10:55:33.987654 UTC
INC-20250914-0118,PHISHING_EMAIL,Investigation,Medium,winws1221,d.kim,Malicious URL clicked by d.kim,2025-09-14 17:25:33.456789 UTC
INC-20250914-0198,PHISHING_EMAIL,Investigation,Medium,winws1237,m.chen,Malicious URL clicked by m.chen,2025-09-14 07:25:33.789012 UTC
INC-20250913-0308,PHISHING_EMAIL,Investigation,Medium,winws1259,p.patel,Malicious URL clicked by p.patel,2025-09-13 17:40:05.987654 UTC
INC-20250913-0408,PHISHING_EMAIL,Investigation,Medium,winws1279,p.patel,Malicious URL clicked by p.patel,2025-09-13 05:10:05.345678 UTC
INC-20250914-0086,PHISHING_EMAIL,Investigation,Medium,lindb0048,svc_prod_db,Malicious URL clicked by svc_prod_db,2025-09-14 21:25:33.234567 UTC
INC-20250914-0166,PHISHING_EMAIL,Investigation,Medium,lindb0056,svc_prod_db,Malicious URL clicked by svc_prod_db,2025-09-14 11:25:33.765432 UTC
INC-20250912-0476,PHISHING_EMAIL,Investigation,Medium,lindb0087,svc_prod_db,Malicious URL clicked by svc_prod_db,2025-09-12 20:40:05.123456 UTC
INC-20250914-0136,PHISHING_EMAIL,Investigation,Medium,lindb0053,svc_prod_db,Malicious URL clicked by svc_prod_db,2025-09-14 15:10:05.456789 UTC
INC-20250913-0276,PHISHING_EMAIL,Investigation,Medium,lindb0067,svc_prod_db,Malicious URL clicked by svc_prod_db,2025-09-13 21:40:05.876543 UTC
INC-20250915-0036,PHISHING_EMAIL,Investigation,Medium,lindb0043,svc_prod_db,Malicious URL clicked by svc_prod_db,2025-09-15 03:40:05.789012 UTC
INC-20250913-0376,PHISHING_EMAIL,Investigation,Medium,lindb0077,svc_prod_db,Malicious URL clicked by svc_prod_db,2025-09-13 09:10:05.56789 UTC
INC-20250914-0216,PHISHING_EMAIL,Investigation,Medium,lindb0061,svc_prod_db,Malicious URL clicked by svc_prod_db,2025-09-14 05:10:05.789012 UTC
INC-20250913-0446,PHISHING_EMAIL,Investigation,Medium,lindb0084,svc_prod_db,Malicious URL clicked by svc_prod_db,2025-09-13 00:25:33.234567 UTC
INC-20250915-0056,PHISHING_EMAIL,Investigation,Medium,lindb0045,svc_prod_db,Malicious URL clicked by svc_prod_db,2025-09-15 01:10:05.987654 UTC
INC-20250914-0093,IOC_MATCH,Investigation,High,linapp0111,svc_api,Network traffic detected to C2 Domain,2025-09-14 20:33:45.345678 UTC
INC-20250913-0303,IOC_MATCH,Investigation,High,linapp0132,svc_api,Network traffic detected to C2 Domain,2025-09-13 18:18:19.876543 UTC
INC-20250913-0403,IOC_MATCH,Investigation,High,linapp0142,svc_api,Network traffic detected to C2 Domain,2025-09-13 05:48:19.56789 UTC
INC-20250912-0483,IOC_MATCH,Investigation,High,linapp0150,svc_api,Network traffic detected to C2 Domain,2025-09-12 19:48:19.876543 UTC
INC-20250914-0113,IOC_MATCH,Investigation,High,linapp0113,svc_api,Network traffic detected to C2 Domain,2025-09-14 18:02:45.234567 UTC
INC-20250913-0283,IOC_MATCH,Investigation,High,linapp0130,svc_api,Network traffic detected to C2 Domain,2025-09-13 20:48:19.765432 UTC
INC-20250913-0383,IOC_MATCH,Investigation,High,linapp0140,svc_api,Network traffic detected to C2 Domain,2025-09-13 08:18:19.234567 UTC
INC-20250913-0323,IOC_MATCH,Investigation,High,linapp0134,svc_api,Network traffic detected to C2 Domain,2025-09-13 15:48:19.123456 UTC
INC-20250914-0238,IOC_MATCH,Investigation,High,winws1245,a.smith,Network traffic detected to C2 Domain,2025-09-14 02:25:33.765432 UTC
INC-20250913-0268,IOC_MATCH,Investigation,High,winws1251,d.kim,Network traffic detected to C2 Domain,2025-09-13 22:40:05.56789 UTC
INC-20250914-0173,IOC_MATCH,Investigation,High,linapp0119,svc_api,Network traffic detected to C2 Domain,2025-09-14 10:33:45.987654 UTC
INC-20250913-0353,IOC_MATCH,Investigation,High,linapp0137,svc_api,Network traffic detected to C2 Domain,2025-09-13 12:02:45.987654 UTC
INC-20250915-0033,IOC_MATCH,Investigation,High,linapp0105,svc_api,Network traffic detected to C2 Domain,2025-09-15 04:00:44.876543 UTC
INC-20250913-0275,IOC_MATCH,Investigation,Medium,winws1073,p.patel,Network traffic detected to known malicious indicator,2025-09-13 21:48:19.234567 UTC
INC-20250915-0021,IOC_MATCH,Investigation,Medium,winws1202,a.smith,Network traffic detected to known malicious indicator,2025-09-15 05:30:11.345678 UTC
INC-20250914-0120,IOC_MATCH,Investigation,Medium,winws0100,j.doe,Network traffic detected to known malicious indicator,2025-09-14 17:10:05.345678 UTC
INC-20250912-0495,IOC_MATCH,Investigation,Medium,winws1095,j.doe,Network traffic detected to known malicious indicator,2025-09-12 18:18:19.789012 UTC
INC-20250915-0015,IOC_MATCH,Investigation,Medium,winws1047,m.chen,Network traffic detected to known malicious indicator,2025-09-15 06:19:19.876543 UTC
INC-20250914-0067,IOC_MATCH,Investigation,Medium,winws0162,p.patel,Network traffic detected to known malicious indicator,2025-09-14 23:48:19.765432 UTC
INC-20250912-0465,IOC_MATCH,Investigation,Medium,winws1092,m.chen,Network traffic detected to known malicious indicator,2025-09-12 22:02:45.876543 UTC
INC-20250913-0427,IOC_MATCH,Investigation,Medium,winws0233,d.kim,Network traffic detected to known malicious indicator,2025-09-13 02:48:19.765432 UTC
INC-20250914-0100,IOC_MATCH,Investigation,Medium,winws0098,p.patel,Network traffic detected to known malicious indicator,2025-09-14 19:40:05.456789 UTC
INC-20250914-0205,IOC_MATCH,Investigation,Medium,winws1066,a.smith,Network traffic detected to known malicious indicator,2025-09-14 06:33:45.56789 UTC
INC-20250913-0295,IOC_MATCH,Investigation,Medium,winws1075,j.doe,Network traffic detected to known malicious indicator,2025-09-13 19:18:19.56789 UTC
INC-20250915-0046,IOC_MATCH,Investigation,Medium,lindb0044,svc_prod_db,Network traffic detected to known malicious indicator,2025-09-15 02:25:33.456789 UTC
INC-20250913-0365,IOC_MATCH,Investigation,Medium,winws1082,m.chen,Network traffic detected to known malicious indicator,2025-09-13 10:33:45.234567 UTC
INC-20250914-0227,IOC_MATCH,Investigation,Medium,winws0194,d.kim,Network traffic detected to known malicious indicator,2025-09-14 03:48:19.987654 UTC
INC-20250913-0410,IOC_MATCH,Investigation,Medium,winws0129,d.kim,Network traffic detected to known malicious indicator,2025-09-13 04:55:33.234567 UTC
INC-20250914-0257,IOC_MATCH,Investigation,Medium,winws0200,m.chen,Network traffic detected to known malicious indicator,2025-09-14 00:02:45.234567 UTC
INC-20250914-0180,IOC_MATCH,Investigation,Medium,winws0106,a.smith,Network traffic detected to known malicious indicator,2025-09-14 09:40:05.789012 UTC
INC-20250915-0012,IOC_MATCH,Investigation,Medium,winws0151,a.smith,Network traffic detected to known malicious indicator,2025-09-15 06:40:22.345678 UTC
INC-20250913-0395,IOC_MATCH,Investigation,Medium,winws1085,j.doe,Network traffic detected to known malicious indicator,2025-09-13 06:48:19.123456 UTC
INC-20250913-0310,IOC_MATCH,Investigation,Medium,winws0119,d.kim,Network traffic detected to known malicious indicator,2025-09-13 17:25:33.765432 UTC
INC-20250913-0445,IOC_MATCH,Investigation,Medium,winws1090,j.doe,Network traffic detected to known malicious indicator,2025-09-13 00:33:45.765432 UTC
INC-20250913-0345,IOC_MATCH,Investigation,Medium,winws1080,j.doe,Network traffic detected to known malicious indicator,2025-09-13 13:02:45.345678 UTC
INC-20250914-0075,IOC_MATCH,Investigation,Medium,winws1053,p.patel,Network traffic detected to known malicious indicator,2025-09-14 22:48:19.345678 UTC
