IncidentID,AlertType,Status,Severity,PrimaryHost,PrimaryUser,Summary,CreationTimestamp
INC-20250914-0155,IOC_MATCH,Investigation,Medium,winws1061,a.smith,Network traffic detected to known malicious indicator,2025-09-14 12:48:19.987654 UTC
INC-20250914-0135,IOC_MATCH,Investigation,Medium,winws1059,d.kim,Network traffic detected to known malicious indicator,2025-09-14 15:18:19.789012 UTC
INC-20250913-0336,PHISHING_EMAIL,Investigation,Medium,lindb0073,svc_prod_db,Phishing email reported by user,2025-09-13 14:10:05.345678 UTC
INC-20250913-0288,PHISHING_EMAIL,Investigation,Medium,winws1255,a.smith,Phishing email reported by user,2025-09-13 20:10:05.789012 UTC
INC-20250914-0112,PHISHING_EMAIL,Investigation,Medium,winws0171,a.smith,Phishing email reported by user,2025-09-14 18:10:05.765432 UTC
INC-20250913-0436,PHISHING_EMAIL,Investigation,Medium,lindb0083,svc_prod_db,Phishing email reported by user,2025-09-13 01:40:05.765432 UTC
INC-20250913-0299,PHISHING_EMAIL,Investigation,Medium,linsrv0329,system,Phishing email reported by user,2025-09-13 18:48:19.987654 UTC
INC-20250913-0442,PHISHING_EMAIL,Investigation,Medium,winws0236,d.kim,Phishing email reported by user,2025-09-13 00:55:33.456789 UTC
INC-20250914-0212,PHISHING_EMAIL,Investigation,Medium,winws0191,a.smith,Phishing email reported by user,2025-09-14 05:40:05.234567 UTC
INC-20250914-0068,PHISHING_EMAIL,Investigation,Medium,winws1211,d.kim,Phishing email reported by user,2025-09-14 23:40:05.234567 UTC
INC-20250914-0132,PHISHING_EMAIL,Investigation,Medium,winws0175,p.patel,Phishing email reported by user,2025-09-14 15:40:05.876543 UTC
INC-20250915-0047,PHISHING_EMAIL,Investigation,Medium,winws0158,a.smith,Phishing email reported by user,2025-09-15 02:18:19.987654 UTC
INC-20250913-0342,PHISHING_EMAIL,Investigation,Medium,winws0216,d.kim,Phishing email reported by user,2025-09-13 13:25:33.789012 UTC
INC-20250913-0399,PHISHING_EMAIL,Investigation,Medium,linsrv0339,system,Phishing email reported by user,2025-09-13 06:18:19.345678 UTC
INC-20250914-0098,PHISHING_EMAIL,Investigation,Medium,winws1217,m.chen,Phishing email reported by user,2025-09-14 19:55:33.123456 UTC
INC-20250914-0159,PHISHING_EMAIL,Investigation,Low,linsrv0315,system,Phishing email reported by user,2025-09-14 12:18:19.876543 UTC
INC-20250912-0472,PHISHING_EMAIL,Investigation,Medium,winws0242,m.chen,Phishing email reported by user,2025-09-12 21:10:05.765432 UTC
INC-20250913-0269,PHISHING_EMAIL,Investigation,Low,linsrv0326,system,Phishing email reported by user,2025-09-13 22:33:45.123456 UTC
INC-20250913-0388,PHISHING_EMAIL,Investigation,Medium,winws1275,a.smith,Phishing email reported by user,2025-09-13 07:40:05.456789 UTC
INC-20250912-0499,PHISHING_EMAIL,Investigation,Medium,linsrv0349,system,Phishing email reported by user,2025-09-12 17:48:19.765432 UTC
INC-20250914-0178,PHISHING_EMAIL,Investigation,Medium,winws1233,j.doe,Phishing email reported by user,2025-09-14 09:55:33.56789 UTC
INC-20250914-0082,PHISHING_EMAIL,Investigation,Medium,winws0165,p.patel,Phishing email reported by user,2025-09-14 21:55:33.456789 UTC
INC-20250914-0189,PHISHING_EMAIL,Investigation,Medium,linsrv0318,system,Phishing email reported by user,2025-09-14 08:33:45.789012 UTC
INC-20250914-0239,PHISHING_EMAIL,Investigation,Medium,linsrv0323,system,Phishing email reported by user,2025-09-14 02:18:19.234567 UTC
INC-20250913-0358,PHISHING_EMAIL,Investigation,Medium,winws1269,p.patel,Phishing email reported by user,2025-09-13 11:25:33.56789 UTC
INC-20250912-0458,PHISHING_EMAIL,Investigation,Medium,winws1289,p.patel,Phishing email reported by user,2025-09-12 22:55:33.123456 UTC
INC-20250913-0322,PHISHING_EMAIL,Investigation,Medium,winws0212,m.chen,Phishing email reported by user,2025-09-13 15:55:33.56789 UTC
INC-20250914-0242,PHISHING_EMAIL,Investigation,Medium,winws0197,d.kim,Phishing email reported by user,2025-09-14 01:55:33.123456 UTC
INC-20250912-0488,PHISHING_EMAIL,Investigation,Medium,winws1295,a.smith,Phishing email reported by user,2025-09-12 19:10:05.987654 UTC
INC-20250915-0008,PHISHING_EMAIL,Investigation,Medium,linapp0102,svc_api,Phishing email reported by user,2025-09-15 07:05:02.123456 UTC
INC-20250914-0228,PHISHING_EMAIL,Investigation,Medium,winws1243,j.doe,Phishing email reported by user,2025-09-14 03:40:05.345678 UTC
INC-20250913-0422,PHISHING_EMAIL,Investigation,Medium,winws0232,m.chen,Phishing email reported by user,2025-09-13 03:25:33.123456 UTC
INC-20250914-0148,PHISHING_EMAIL,Investigation,Medium,winws1227,m.chen,Phishing email reported by user,2025-09-14 13:40:05.765432 UTC
INC-20250915-0019,EDR_DETECTION,Investigation,Critical,linsrv0301,system,Potential ransomware activity detected (file enumeration),2025-09-15 05:45:00.456789 UTC
INC-20250914-0131,EDR_DETECTION,Investigation,Critical,winws1224,m.chen,Potential ransomware activity detected (file enumeration),2025-09-14 15:48:19.234567 UTC
INC-20250913-0441,EDR_DETECTION,Investigation,Critical,winws1286,p.patel,Potential ransomware activity detected (file enumeration),2025-09-13 01:02:45.789012 UTC
INC-20250915-0061,EDR_DETECTION,Investigation,Critical,winws1210,j.doe,Potential ransomware activity detected (file enumeration),2025-09-15 00:33:45.56789 UTC
INC-20250913-0371,EDR_DETECTION,Investigation,Critical,winws1272,a.smith,Potential ransomware activity detected (file enumeration),2025-09-13 09:48:19.987654 UTC
INC-20250913-0311,EDR_DETECTION,Investigation,Critical,winws1260,j.doe,Potential ransomware activity detected (file enumeration),2025-09-13 17:18:19.234567 UTC
INC-20250914-0161,EDR_DETECTION,Investigation,Critical,winws1230,j.doe,Potential ransomware activity detected (file enumeration),2025-09-14 12:02:45.123456 UTC
INC-20250914-0201,EDR_DETECTION,Investigation,Critical,winws1238,d.kim,Potential ransomware activity detected (file enumeration),2025-09-14 07:02:45.345678 UTC
INC-20250914-0101,EDR_DETECTION,Investigation,Critical,winws1218,d.kim,Potential ransomware activity detected (file enumeration),2025-09-14 19:33:45.987654 UTC
INC-20250912-0471,EDR_DETECTION,Investigation,Critical,winws1292,a.smith,Potential ransomware activity detected (file enumeration),2025-09-12 21:18:19.345678 UTC
INC-20250913-0291,EDR_DETECTION,Investigation,Critical,winws1256,p.patel,Potential ransomware activity detected (file enumeration),2025-09-13 19:48:19.345678 UTC
INC-20250913-0341,EDR_DETECTION,Investigation,Critical,winws1266,p.patel,Potential ransomware activity detected (file enumeration),2025-09-13 13:33:45.123456 UTC
INC-20250913-0271,EDR_DETECTION,Investigation,Critical,winws1252,a.smith,Potential ransomware activity detected (file enumeration),2025-09-13 22:18:19.456789 UTC
INC-20250915-0041,EDR_DETECTION,Investigation,Critical,winws1206,p.patel,Potential ransomware activity detected (file enumeration),2025-09-15 03:02:45.234567 UTC
INC-20250914-0241,EDR_DETECTION,Investigation,Critical,winws1246,p.patel,Potential ransomware activity detected (file enumeration),2025-09-14 02:02:45.56789 UTC
INC-20250914-0081,EDR_DETECTION,Investigation,Critical,winws1214,m.chen,Potential ransomware activity detected (file enumeration),2025-09-14 22:02:45.789012 UTC
INC-20250914-0195,IOC_MATCH,Investigation,High,winws1065,j.doe,Server traffic to known malware IP,2025-09-14 07:48:19.876543 UTC
INC-20250914-0153,IOC_MATCH,Investigation,High,linapp0117,svc_api,Server traffic to known malware IP,2025-09-14 13:02:45.789012 UTC
INC-20250913-0325,IOC_MATCH,Investigation,High,winws1078,p.patel,Server traffic to known malware IP,2025-09-13 15:33:45.456789 UTC
INC-20250913-0273,IOC_MATCH,Investigation,High,linapp0129,svc_api,Server traffic to known malware IP,2025-09-14 22:02:45.345678 UTC
INC-20250914-0243,IOC_MATCH,Investigation,High,linapp0126,svc_api,Server traffic to known malware IP,2025-09-14 01:48:19.789012 UTC
INC-20250913-0443,IOC_MATCH,Investigation,High,linapp0146,svc_api,Server traffic to known malware IP,2025-09-13 00:48:19.987654 UTC
INC-20250913-0385,IOC_MATCH,Investigation,High,winws1084,d.kim,Server traffic to known malware IP,2025-09-13 08:02:45.56789 UTC
INC-20250914-0083,IOC_MATCH,Investigation,High,linapp0110,svc_api,Server traffic to known malware IP,2025-09-14 21:48:19.987654 UTC
INC-20250914-0133,IOC_MATCH,Investigation,High,linapp0115,svc_api,Server traffic to known malware IP,2025-09-14 15:33:45.56789 UTC
INC-20250914-0213,IOC_MATCH,Investigation,High,linapp0123,svc_api,Server traffic to known malware IP,2025-09-14 05:33:45.876543 UTC
INC-20250913-0425,IOC_MATCH,Investigation,High,winws1088,p.patel,Server traffic to known malware IP,2025-09-13 03:02:45.987654 UTC
INC-20250915-0053,IOC_MATCH,Investigation,High,linapp0107,svc_api,Server traffic to known malware IP,2025-09-15 01:33:45.123456 UTC
INC-20250914-0157,EDR_DETECTION,Investigation,High,winws0180,m.chen,Suspicious powershell execution detected,2025-09-14 12:33:45.765432 UTC
INC-20250913-0267,EDR_DETECTION,Investigation,High,winws0202,p.patel,Suspicious powershell execution detected,2025-09-13 22:48:19.876543 UTC
INC-20250913-0329,EDR_DETECTION,Investigation,High,linsrv0332,system,Suspicious powershell execution detected,2025-09-13 15:02:45.234567 UTC
INC-20250914-0187,EDR_DETECTION,Investigation,High,winws0186,j.doe,Suspicious powershell execution detected,2025-09-14 08:48:19.56789 UTC
INC-20250912-0477,EDR_DETECTION,Investigation,High,winws0243,d.kim,Suspicious powershell execution detected,2025-09-12 20:33:45.789012 UTC
INC-20250912-0497,EDR_DETECTION,Investigation,High,winws0247,a.smith,Suspicious powershell execution detected,2025-09-12 18:02:45.987654 UTC
INC-20250913-0297,EDR_DETECTION,Investigation,High,winws0208,a.smith,Suspicious powershell execution detected,2025-09-13 19:02:45.789012 UTC
INC-20250914-0127,EDR_DETECTION,Investigation,High,winws0174,d.kim,Suspicious powershell execution detected,2025-09-14 16:18:19.456789 UTC
INC-20250913-0397,EDR_DETECTION,Investigation,High,winws0227,a.smith,Suspicious powershell execution detected,2025-09-13 06:33:45.456789 UTC
INC-20250914-0237,EDR_DETECTION,Investigation,High,winws0196,j.doe,Suspicious powershell execution detected,2025-09-14 02:33:45.345678 UTC
INC-20250915-0004,EDR_DETECTION,Investigation,High,winsrv0220,system,Suspicious powershell execution detected,2025-09-15 07:42:19.334576 UTC
INC-20250914-0217,EDR_DETECTION,Investigation,High,winws0192,p.patel,Suspicious powershell execution detected,2025-09-14 05:02:45.456789 UTC
INC-20250914-0077,EDR_DETECTION,Investigation,High,winws0164,d.kim,Suspicious powershell execution detected,2025-09-14 22:33:45.234567 UTC
INC-20250913-0347,EDR_DETECTION,Investigation,High,winws0217,a.smith,Suspicious powershell execution detected,2025-09-13 12:48:19.234567 UTC
INC-20250913-0437,EDR_DETECTION,Investigation,High,winws0235,j.doe,Suspicious powershell execution detected,2025-09-13 01:33:45.234567 UTC
INC-20250915-0028,EDR_DETECTION,Investigation,High,winws1203,j.doe,Suspicious powershell execution detected,2025-09-15 04:38:11.456789 UTC
INC-20250914-0107,EDR_DETECTION,Investigation,High,winws0170,m.chen,Suspicious powershell execution detected,2025-09-14 18:48:19.123456 UTC
INC-20250913-0344,EDR_DETECTION,Investigation,Critical,winsrv0254,system,Suspicious process execution chain detected on host,2025-09-13 13:10:05.987654 UTC
INC-20250913-0356,EDR_DETECTION,Investigation,High,lindb0075,svc_prod_db,Suspicious process execution chain detected on host,2025-09-13 11:40:05.234567 UTC
INC-20250914-0176,EDR_DETECTION,Investigation,High,lindb0057,svc_prod_db,Suspicious process execution chain detected on host,2025-09-14 10:10:05.234567 UTC
INC-20250914-0244,EDR_DETECTION,Investigation,Critical,winsrv0244,system,Suspicious process execution chain detected on host,2025-09-14 01:40:05.456789 UTC
INC-20250914-0256,EDR_DETECTION,Investigation,Critical,lindb0065,svc_prod_db,Suspicious process execution chain detected on host,2025-09-14 00:10:05.765432 UTC
INC-20250915-0054,EDR_DETECTION,Investigation,Critical,winsrv0225,system,Suspicious process execution chain detected on host,2025-09-15 01:25:33.789012 UTC
INC-20250914-0094,EDR_DETECTION,Investigation,High,winsrv0229,system,Suspicious process execution chain detected on host,2025-09-14 20:25:33.765432 UTC
INC-20250914-0184,EDR_DETECTION,Investigation,Critical,winsrv0238,system,Suspicious process execution chain detected on host,2025-09-14 09:10:05.765432 UTC
INC-20250914-0114,EDR_DETECTION,Investigation,High,winsrv0231,system,Suspicious process execution chain detected on host,2025-09-14 17:55:33.876543 UTC
INC-20250912-0456,EDR_DETECTION,Investigation,Critical,lindb0085,svc_prod_db,Suspicious process execution chain detected on host,2025-09-12 23:10:05.876543 UTC
INC-20250914-0204,EDR_DETECTION,Investigation,Critical,winsrv0240,system,Suspicious process execution chain detected on host,2025-09-14 06:40:05.876543 UTC
INC-20250914-0224,EDR_DETECTION,Investigation,High,winsrv0242,system,Suspicious process execution chain detected on host,2025-09-14 04:10:05.123456 UTC
INC-20250914-0134,EDR_DETECTION,Investigation,Critical,winsrv0233,system,Suspicious process execution chain detected on host,2025-09-14 15:25:33.123456 UTC
INC-20250913-0364,EDR_DETECTION,Investigation,Critical,winsrv0256,system,Suspicious process execution chain detected on host,2025-09-13 10:40:05.765432 UTC
INC-20250914-0164,EDR_DETECTION,Investigation,Critical,winsrv0236,system,Suspicious process execution chain detected on host,2025-09-14 11:40:05.987654 UTC
INC-20250912-0474,EDR_DETECTION,Investigation,Critical,winsrv0267,system,Suspicious process execution chain detected on host,2025-09-12 20:55:33.876543 UTC
INC-20250912-0494,EDR_DETECTION,Investigation,Critical,winsrv0269,system,Suspicious process execution chain detected on host,2025-09-12 18:25:33.123456 UTC
INC-20250913-0286,EDR_DETECTION,Investigation,High,lindb0068,svc_prod_db,Suspicious process execution chain detected on host,2025-09-13 20:25:33.56789 UTC
INC-20250913-0304,EDR_DETECTION,Investigation,High,winsrv0250,system,Suspicious process execution chain detected on host,2025-09-13 18:10:05.56789 UTC
INC-20250913-0444,EDR_DETECTION,Investigation,Critical,winsrv0264,system,Suspicious process execution chain detected on host,2025-09-13 00:40:05.345678 UTC
INC-20250915-0064,EDR_DETECTION,Investigation,High,winsrv0226,system,Suspicious process execution chain detected on host,2025-09-15 00:10:05.456789 UTC
INC-20250915-0035,EDR_DETECTION,Investigation,Critical,winws1049,d.kim,Suspicious process execution chain detected on host,2025-09-15 03:48:19.123456 UTC
INC-20250914-0146,EDR_DETECTION,Investigation,Critical,lindb0054,svc_prod_db,Suspicious process execution chain detected on host,2025-09-14 13:55:33.987654 UTC
INC-20250913-0414,EDR_DETECTION,Investigation,Critical,winsrv0261,system,Suspicious process execution chain detected on host,2025-09-13 04:25:33.789012 UTC
INC-20250913-0386,EDR_DETECTION,Investigation,Critical,lindb0078,svc_prod_db,Suspicious process execution chain detected on host,2025-09-13 07:55:33.123456 UTC
INC-20250915-0025,EDR_DETECTION,Investigation,Critical,winws1048,p.patel,Suspicious process execution chain detected on host,2025-09-15 05:00:01.56789 UTC
INC-20250913-0262,PHISHING_EMAIL,New,Medium,winws0201,a.smith,Malicious URL clicked by a.smith,2025-09-13 23:25:33.456789 UTC
INC-20250912-0462,PHISHING_EMAIL,New,Medium,winws0240,a.smith,Malicious URL clicked by a.smith,2025-09-12 22:25:33.345678 UTC
INC-20250913-0292,PHISHING_EMAIL,New,Low,winws0207,d.kim,Malicious URL clicked by d.kim,2025-09-13 19:40:05.765432 UTC
INC-20250913-0392,PHISHING_EMAIL,New,Medium,winws0226,d.kim,Malicious URL clicked by d.kim,2025-09-13 07:10:05.234567 UTC
INC-20250912-0492,PHISHING_EMAIL,New,Low,winws0246,d.kim,Malicious URL clicked by d.kim,2025-09-12 18:40:05.876543 UTC
INC-20250914-0152,PHISHING_EMAIL,New,Medium,winws0179,j.doe,Malicious URL clicked by j.doe,2025-09-14 13:10:05.123456 UTC
INC-20250914-0232,PHISHING_EMAIL,New,Low,winws0195,p.patel,Malicious URL clicked by p.patel,2025-09-14 03:10:05.56789 UTC
INC-20250914-0182,PHISHING_EMAIL,New,Low,winws0185,p.patel,Malicious URL clicked by p.patel,2025-09-14 09:25:33.987654 UTC
INC-20250913-0346,PHISHING_EMAIL,New,Medium,lindb0074,svc_prod_db,Malicious URL clicked by svc_prod_db,2025-09-13 12:55:33.765432 UTC
INC-20250914-0142,PHISHING_EMAIL,New,Medium,winws0177,d.kim,Multiple users reported phishing email,2025-09-14 14:25:33.56789 UTC
INC-20250913-0266,PHISHING_EMAIL,New,Medium,lindb0066,svc_prod_db,Multiple users reported phishing email,2025-09-13 22:55:33.234567 UTC
INC-20250913-0396,PHISHING_EMAIL,New,Medium,lindb0079,svc_prod_db,Multiple users reported phishing email,2025-09-13 06:40:05.789012 UTC
INC-20250913-0332,PHISHING_EMAIL,New,Medium,winws0214,p.patel,Multiple users reported phishing email,2025-09-13 14:40:05.123456 UTC
INC-20250912-0466,PHISHING_EMAIL,New,Medium,lindb0086,svc_prod_db,Multiple users reported phishing email,2025-09-12 21:55:33.56789 UTC
INC-20250913-0432,PHISHING_EMAIL,New,Medium,winws0234,p.patel,Multiple users reported phishing email,2025-09-13 02:10:05.789012 UTC
INC-20250912-0482,PHISHING_EMAIL,New,Medium,winws0244,p.patel,Multiple users reported phishing email,2025-09-12 19:55:33.234567 UTC
INC-20250913-0366,PHISHING_EMAIL,New,Medium,lindb0076,svc_prod_db,Multiple users reported phishing email,2025-09-13 10:25:33.876543 UTC
INC-20250913-0312,PHISHING_EMAIL,New,Medium,winws0210,a.smith,Multiple users reported phishing email,2025-09-13 17:10:05.876543 UTC
INC-20250914-0156,PHISHING_EMAIL,New,Medium,lindb0055,svc_prod_db,Multiple users reported phishing email,2025-09-14 12:40:05.345678 UTC
INC-20250915-0062,PHISHING_EMAIL,New,Medium,winws0161,a.smith,Multiple users reported phishing email,2025-09-15 00:25:33.123456 UTC
INC-20250914-0106,PHISHING_EMAIL,New,Medium,lindb0050,svc_prod_db,Multiple users reported phishing email,2025-09-14 18:55:33.56789 UTC
INC-20250914-0092,PHISHING_EMAIL,New,Medium,winws0167,d.kim,Multiple users reported phishing email,2025-09-14 20:40:05.987654 UTC
INC-20250914-0252,PHISHING_EMAIL,New,Medium,winws0199,j.doe,Multiple users reported phishing email,2025-09-14 00:40:05.789012 UTC
INC-20250912-0452,PHISHING_EMAIL,New,Medium,winws0238,j.doe,Multiple users reported phishing email,2025-09-12 23:40:05.987654 UTC
INC-20250912-0496,PHISHING_EMAIL,New,Medium,lindb0089,svc_prod_db,Multiple users reported phishing email,2025-09-12 18:10:05.456789 UTC
INC-20250914-0076,PHISHING_EMAIL,New,Medium,lindb0047,svc_prod_db,Multiple users reported phishing email,2025-09-14 22:40:05.765432 UTC
INC-20250913-0296,PHISHING_EMAIL,New,Medium,lindb0069,svc_prod_db,Multiple users reported phishing email,2025-09-13 19:10:05.123456 UTC
INC-20250914-0222,PHISHING_EMAIL,New,Medium,winws0193,m.chen,Multiple users reported phishing email,2025-09-14 04:25:33.876543 UTC
INC-20250913-0382,PHISHING_EMAIL,New,Medium,winws0224,p.patel,Multiple users reported phishing email,2025-09-13 08:25:33.765432 UTC
INC-20250915-0027,PHISHING_EMAIL,New,Medium,winws0154,d.kim,Multiple users reported phishing email,2025-09-15 04:45:30.789012 UTC
INC-20250914-0186,PHISHING_EMAIL,New,Medium,lindb0058,svc_prod_db,Multiple users reported phishing email,2025-09-14 08:55:33.876543 UTC
INC-20250913-0412,PHISHING_EMAIL,New,Medium,winws0230,a.smith,Multiple users reported phishing email,2025-09-13 04:40:05.56789 UTC
INC-20250915-0011,PHISHING_EMAIL,New,Medium,winws0150,j.doe,Multiple users reported phishing email,2025-09-15 06:45:12.987654 UTC
INC-20250914-0202,PHISHING_EMAIL,New,Medium,winws0189,j.doe,Multiple users reported phishing email,2025-09-14 06:55:33.765432 UTC
INC-20250914-0126,PHISHING_EMAIL,New,Medium,lindb0052,svc_prod_db,Multiple users reported phishing email,2025-09-14 16:25:33.789012 UTC
INC-20250913-0282,PHISHING_EMAIL,New,Medium,winws0205,p.patel,Multiple users reported phishing email,2025-09-13 20:55:33.345678 UTC
INC-20250914-0172,PHISHING_EMAIL,New,Medium,winws0183,m.chen,Multiple users reported phishing email,2025-09-14 10:40:05.456789 UTC
INC-20250914-0236,PHISHING_EMAIL,New,Medium,lindb0063,svc_prod_db,Multiple users reported phishing email,2025-09-14 02:40:05.987654 UTC
INC-20250913-0352,PHISHING_EMAIL,New,Medium,winws0218,j.doe,Multiple users reported phishing email,2025-09-13 12:10:05.456789 UTC
INC-20250915-0043,PHISHING_EMAIL,New,Medium,linapp0106,svc_api,Multiple users reported phishing email,2025-09-15 02:48:19.56789 UTC
INC-20250914-0253,IOC_MATCH,New,High,linapp0127,svc_api,Network traffic detected to C2 Domain,2025-09-14 00:33:45.456789 UTC
INC-20250915-0020,IOC_MATCH,New,High,winws0090,j.doe,Network traffic detected to C2 Domain,2025-09-15 05:38:22.987654 UTC
INC-20250915-0063,IOC_MATCH,New,High,linapp0108,svc_api,Network traffic detected to C2 Domain,2025-09-15 00:18:19.789012 UTC
INC-20250914-0078,IOC_MATCH,New,High,winws1213,j.doe,Network traffic detected to C2 Domain,2025-09-14 22:25:33.876543 UTC
INC-20250914-0208,IOC_MATCH,New,High,winws1239,p.patel,Network traffic detected to C2 Domain,2025-09-14 06:10:05.456789 UTC
INC-20250913-0368,IOC_MATCH,New,High,winws1271,d.kim,Network traffic detected to C2 Domain,2025-09-13 10:10:05.123456 UTC
INC-20250913-0423,IOC_MATCH,New,High,linapp0144,svc_api,Network traffic detected to C2 Domain,2025-09-13 03:18:19.789012 UTC
INC-20250915-0049,IOC_MATCH,New,High,linsrv0304,system,Network traffic detected to C2 Domain,2025-09-15 02:02:45.765432 UTC
INC-20250914-0143,IOC_MATCH,New,High,linapp0116,svc_api,Network traffic detected to C2 Domain,2025-09-14 14:18:19.123456 UTC
INC-20250914-0158,IOC_MATCH,New,High,winws1229,p.patel,Network traffic detected to C2 Domain,2025-09-14 12:25:33.234567 UTC
INC-20250914-0223,IOC_MATCH,New,High,linapp0124,svc_api,Network traffic detected to C2 Domain,2025-09-14 04:18:19.56789 UTC
INC-20250914-0193,IOC_MATCH,New,High,linapp0121,svc_api,Network traffic detected to C2 Domain,2025-09-14 08:02:45.765432 UTC
INC-20250913-0438,IOC_MATCH,New,High,winws1285,a.smith,Network traffic detected to C2 Domain,2025-09-13 01:25:33.876543 UTC
INC-20250912-0468,IOC_MATCH,New,High,winws1291,d.kim,Network traffic detected to C2 Domain,2025-09-12 21:40:05.789012 UTC
INC-20250912-0453,IOC_MATCH,New,High,linapp0147,svc_api,Network traffic detected to C2 Domain,2025-09-12 23:33:45.345678 UTC
INC-20250914-0128,IOC_MATCH,New,High,winws1223,j.doe,Network traffic detected to C2 Domain,2025-09-14 16:10:05.987654 UTC
INC-20250913-0338,IOC_MATCH,New,High,winws1265,a.smith,Network traffic detected to C2 Domain,2025-09-13 13:55:33.234567 UTC
INC-20250913-0307,IOC_MATCH,New,Medium,winws0209,m.chen,Network traffic detected to known malicious indicator,2025-09-13 17:48:19.456789 UTC
INC-20250913-0327,IOC_MATCH,New,Medium,winws0213,d.kim,Network traffic detected to known malicious indicator,2025-09-13 15:18:19.345678 UTC
INC-20250913-0357,IOC_MATCH,New,Medium,winws0219,m.chen,Network traffic detected to known malicious indicator,2025-09-13 11:33:45.876543 UTC
INC-20250913-0330,IOC_MATCH,New,Medium,winws0121,a.smith,Network traffic detected to known malicious indicator,2025-09-13 14:55:33.876543 UTC
INC-20250914-0097,IOC_MATCH,New,Medium,winws0168,a.smith,Network traffic detected to known malicious indicator,2025-09-14 20:02:45.56789 UTC
INC-20250913-0290,IOC_MATCH,New,Medium,winws0117,m.chen,Network traffic detected to known malicious indicator,2025-09-13 19:55:33.987654 UTC
INC-20250914-0177,IOC_MATCH,New,Medium,winws0184,d.kim,Network traffic detected to known malicious indicator,2025-09-14 10:02:45.876543 UTC
